1497	32	346.68253220930666	146.15877056357317	0
1497	33	345.94087107393676	149.86077175529152	0
1497	34	343.7364545317225	151.1355688055514	0
1497	35	340.0692855885696	149.9808889525689	0
1497	36	339.3245612264794	153.68693260811835	0
1497	37	335.65535374763283	152.53191585728422	0
1497	38	333.44685547407755	153.80831493137174	0
1498	0	427.5275080906149	119.87249190938512	0
1498	1	411.9708737864077	96.42912621359224	0
1498	2	409.74757281553394	97.65242718446603	0
1498	3	404.85760517799343	93.94239482200646	0
1498	4	410.6343042071197	109.96569579288027	0
1498	5	408.4110032362459	111.18899676375405	0
1498	6	407.52103559870545	114.8789644012945	0
1498	7	405.2977346278317	116.10226537216828	0
1498	8	403.07443365695786	117.32556634304207	0
1498	9	400.8511326860841	118.54886731391585	0
1498	10	398.6278317152104	119.77216828478963	0
1498	11	396.40453074433657	120.99546925566342	0
1498	12	394.18122977346275	122.21877022653722	0
1498	13	391.957928802589	123.44207119741101	0
1498	14	389.7346278317152	124.66537216828479	0
1498	15	387.5113268608414	125.88867313915856	0
1498	16	385.28802588996757	127.11197411003235	0
1498	17	383.0647249190938	128.33527508090614	0
1498	18	380.84142394822004	129.55857605177994	0
1498	19	378.6181229773463	130.7818770226537	0
1498	20	376.39482200647245	132.0051779935275	0
1498	21	374.17152103559863	133.2284789644013	0
1498	22	371.94822006472486	134.45177993527508	0
1498	23	369.7249190938511	135.67508090614888	0
1498	24	367.50161812297733	136.89838187702262	0
1498	25	363.9449838187702	135.65501618122977	0
1498	26	363.05501618122975	139.3449838187702	0
1498	27	359.4983818770226	138.1016181229773	0
1498	28	357.27508090614884	139.3249190938511	0
1498	29	356.3851132686084	143.01488673139156	0
1498	30	352.8284789644013	141.7715210355987	0
1498	31	350.6051779935275	142.99482200647248	0
1498	32	349.71521035598704	146.68478964401294	0
1498	33	347.4919093851133	147.90809061488673	0
1498	34	345.26860841423957	149.13139158576053	0
1498	35	343.04530744336574	150.35469255663432	0
1498	36	340.822006472492	151.5779935275081	0
1498	37	338.5987055016182	152.80129449838188	0
1498	38	336.3754045307444	154.02459546925567	0
1499	0	406.25612328012687	96.65480041940407	0
1499	1	402.6703707819752	95.70727391996633	0
1499	2	401.86769430566454	99.29269837234123	0
1499	3	406.62539612024426	111.93061813374793	0
1499	4	405.82238395616565	115.50718588094493	0
1499	5	402.2418973251178	114.5597721696725	0
1499	6	400.05137391823456	115.87361385759479	0
1499	7	399.2508185852532	119.44697736318595	0
1499	8	395.6727768007539	118.49982794391109	0
1499	9	393.4847021771491	119.81220088991279	0
1499	10	391.29744290219634	121.12408480254183	0
1499	11	390.5001555841468	124.6931836488786	0
1499	12	388.314526823228	126.00351400239269	0
1499	13	384.74055261441106	125.05680507211538	0
1499	14	382.5565501809228	126.36673558215878	0
1499	15	380.3733608212095	127.67617842326538	0
1499	16	378.19098408131146	128.9851338677131	0
1499	17	377.39858221566385	132.5478520950874	0
1499	18	375.2178299565946	133.8552588833069	0
1499	19	373.0378888609278	135.16217936202725	0
1499	20	370.8587584761614	136.468613802533	0
